,Better Diets and Nutrition.pdf,Breeding For Tomorrow.pdf,Capacity Sharing.pdf,Climate Action.pdf,Digital Transformation.pdf,Food Frontiers and Security.pdf,Gender Equality and Inclusion.pdf,Genebanks.pdf,Multifunctional Landscapes.pdf,Policy Innovations.pdf,Scaling for Impact.pdf,Sustainable Animal and Aquatic Foods.pdf,Sustainable Farming.pdf
N-614040-SUPPORT BR NSPRT & FS,0.42072117,0.20050195,0.23776327,0.24516174,0.079334736,0.32144925,0.29905722,0.12102977,0.22721028,0.19471015,0.17324345,0.27838263,0.24071409
N-602216-CLIMATE-SMART INNOVATIONS,0.26679063,0.37642765,0.34325105,0.4150234,0.37943527,0.30231774,0.28635707,0.27592462,0.33131087,0.38969916,0.28259766,0.3091222,0.4309235
N-301061-WEAI ANALYSIS,0.007900342,0.0018405535,0.02566493,0.049835257,0.12510243,0.06479597,0.039782073,0.07632632,0.062877074,0.045631833,0.025840925,0.07623315,0.052820407
N-613037-LONG TERM IMPACT ASSETS,0.09433895,0.075759105,0.14770912,0.2220378,0.23011759,0.21201557,0.13788608,0.10994973,0.19185048,0.20597601,0.27516514,0.12699634,0.15296413
N-2024P003-FAO WEMNS,-0.052847184,-0.020569086,-0.02298967,-0.03354486,0.04045151,-0.0028436892,0.014244247,0.03740334,0.0049109072,-0.033390384,-0.002151961,0.00042960828,-0.01587404
N-2024P0X2-EVITA/IFAD GTM ETHIOPIA,0.051695082,0.12403516,0.14917262,0.14191459,0.13171236,0.16717853,0.19800617,0.14228342,0.15691607,0.1513908,0.09880374,0.13932785,0.14082593
N-301013-SE LEVER,0.03384051,-0.021438908,0.038222797,0.012584176,0.06723596,0.0763959,0.06212069,0.0071329256,0.051036514,0.008577225,0.023424465,0.060278818,0.038154896
N-2023P055-JAPAN NIGERIA,-0.017489647,0.02108138,0.01852365,0.043975037,0.013107897,0.06253904,0.01672802,0.09331223,0.08070917,0.07583983,-0.01045019,0.08861145,0.050437573
N-643001-ICT4AG,0.3391231,0.46440133,0.46557334,0.35151702,0.4247491,0.41166687,0.28044882,0.45237496,0.3924877,0.40071318,0.34461144,0.38974854,0.5187506
N-302004-Training/Scientific Activ,0.11275661,0.13643156,0.14735202,0.08822147,0.18704376,0.13296792,0.1193481,0.16454244,0.09575077,0.07436783,0.07329698,0.14344922,0.15694098
N-603214-CNSTRAINT HEALTHY DIET TZ,0.50074464,0.13695247,0.18366042,0.17207356,0.02474843,0.3530524,0.13478707,0.0800541,0.1949563,0.21159968,0.19102071,0.35791355,0.25407103
N-302059-GUIDE SOS CROP ACTIVITIES,0.28313476,0.36674312,0.28256726,0.24938647,0.15852948,0.30417833,0.1909708,0.36249986,0.35887286,0.24249448,0.23272695,0.30409637,0.4003992
N-2024P004-RUFT BURKINA FASO,0.16051662,0.1100608,0.24263147,0.17718975,0.20207624,0.26066,0.16114184,0.26915595,0.19235615,0.21740495,0.17614634,0.1781379,0.20065258
N-2023P003-BTI ORPHAN CROPS,0.12108509,0.28510496,0.15290926,0.17299423,0.076498434,0.25146267,0.12717512,0.29056048,0.23544057,0.14909782,0.12159978,0.20036635,0.280807
N-633002-DCO ODISHA,0.15989868,0.13947137,0.1746502,0.18756124,0.069687195,0.2042592,0.11502805,0.1571388,0.22975148,0.19585893,0.17006521,0.18384542,0.2847614
N-600310-TOOL&EXP-GENDER EQ-MAGNET,-0.027856473,0.07415234,0.018146481,0.08230278,0.17101817,0.030291645,0.16209438,0.0451868,0.09088304,-0.07849243,-0.031328518,0.016056038,0.03427098
N-2024P0X1-WV KENYA,0.0039115287,0.028924074,0.051158655,0.08901571,0.049135245,0.11592779,0.075121365,-0.014566388,0.08313144,0.07746464,0.035921857,0.10636097,0.053228866
N-603206-PBA-DIGITAL EXT FIELD PIC,0.27697188,0.32878533,0.25765988,0.28244916,0.2788238,0.34576842,0.18729965,0.29219124,0.3315689,0.35068667,0.3182207,0.31292805,0.3271934
N-30301X-AGRICULTURAL VALUE CHAINS,0.21297844,0.3394379,0.24378324,0.19255604,0.12975182,0.25585788,0.09274335,0.2977616,0.30923504,0.21189946,0.23433706,0.31197253,0.33229813
N-642002-RESILIENCE INVEST PLAN SA,0.12556827,0.21763255,0.23692468,0.29990655,0.23805127,0.35108984,0.21219943,0.1812678,0.23568304,0.33440197,0.29584098,0.23803891,0.28679603
N-2023PXX5-Foresight Climate Impact in LAC,0.16067766,0.23508243,0.18800072,0.31394395,0.13185579,0.31585827,0.16585422,0.1801925,0.3168648,0.33478504,0.23408554,0.19492534,0.2769692
N-300046-DISSEMINATION & IMPACT,0.15064532,0.21480085,0.18479396,0.18103701,0.27653173,0.20754354,0.20630136,0.23344916,0.20147835,0.17469938,0.27502665,0.21924302,0.21018884
N-613038-RUSSIA-UKRAINE CRISIS RSP,0.024101261,0.042894274,0.046327252,0.13091683,0.11235865,0.18724677,0.110525526,0.12538953,0.034823634,0.17842574,0.061764706,0.055444356,0.0742808
N-2024P0X6-AIR OPTIMIZING FOOD ASSISTANCE,0.3999322,0.30440712,0.26469475,0.2277157,0.09043824,0.34086826,0.18289521,0.1361602,0.22006606,0.25202096,0.19671749,0.33689404,0.31998456
N-603216-DIGITAL INNOV IN CROP INS,0.27415395,0.36919597,0.25466064,0.2427318,0.29888517,0.31300214,0.14069487,0.34483588,0.26977274,0.31870317,0.311148,0.2975428,0.33493078
N-699016-ACCEL. IMPACT OF CLIMATE,0.21944915,0.22374052,0.37653932,0.38983774,0.23330037,0.35372043,0.301019,0.22422038,0.34024113,0.3253412,0.30085096,0.22426456,0.36032858
N-300038-AFRICA RISING POLICY,0.1714102,0.15941358,0.18471873,0.24276589,0.1976854,0.32302782,0.275264,0.20890942,0.2702615,0.37920654,0.26811585,0.23601878,0.17026563
N-600287-IMAGE,-0.062745854,0.016179224,-0.02680225,-0.001992513,0.07497574,0.0063276985,0.016937925,0.029517576,0.04354852,-0.030197969,-0.033400465,0.021663567,0.024136903
N-2023P072-EL NINO PHENOMENON,0.0013149475,0.10185057,0.03328386,0.15120159,0.008417165,0.099947855,0.020237891,0.071810804,0.13017987,0.08021381,0.013154027,0.06914241,0.10741916
N-603178-IFAD/CILS FARM-TRAC SAHEL,0.2610231,0.28533164,0.2465363,0.21935728,0.08065792,0.38874087,0.1496768,0.2213181,0.24457859,0.26645955,0.21187581,0.31586367,0.29870617
N-644001-ANALYSIS BIOTECH POTATO,0.17301565,0.24481626,0.15710616,0.048152067,0.10851151,0.1635036,0.015372727,0.30676633,0.1668859,0.10960325,0.07095853,0.15696968,0.21884525
N-602207-FTF-FSP-PRCI FOOD SEC POL,0.26502177,0.20266992,0.14693286,0.1431675,0.062530145,0.27912867,0.15414207,0.1698942,0.1355981,0.17995189,0.08447469,0.28921467,0.22202583
N-303027-RURAL LIVELIHOODS-NIGERIA,0.37725443,0.36269385,0.3558463,0.43942127,0.25363535,0.5261748,0.3139733,0.31455427,0.46901456,0.43778005,0.4175965,0.4414324,0.52306145
N-303014-IMPACT EVAL GUATEMALA FTF,0.30208683,0.2989215,0.33683828,0.35768598,0.26293486,0.42174825,0.29870465,0.27699843,0.3146375,0.3918087,0.41797608,0.32325354,0.35312045
N-633007-TRADE POLICY & FOOD PRICE,0.35460806,0.27870876,0.12935567,0.14929593,0.037876073,0.3102278,0.057119656,0.16555186,0.11821828,0.23714803,0.1543182,0.24731915,0.18438636
N-644003-AGR BIOTECHNOLOGY-AFRICA,0.20679171,0.34092742,0.3333278,0.16929081,0.22961996,0.24546053,0.20259392,0.42190042,0.30478394,0.24527916,0.2690859,0.27083427,0.31082812
N-632002-GLOBAL FOOD 50/50 REPORT,0.4349325,0.29266864,0.24918239,0.22474676,0.08905492,0.35758933,0.13796298,0.24997826,0.25908002,0.21611309,0.18063334,0.38083243,0.30071628
N-601168-IMPEL-IMPL-LED EVAL&LEARN,-0.06283663,0.04126147,-0.014530428,-0.014929708,0.07233474,-0.015636642,0.023422815,0.003304071,-0.023634786,-0.032343235,-0.032463916,-0.031578884,0.03257758
N-641005-ASEAN-INNOVATE FOOD REGIO,0.43795916,0.34436712,0.3044292,0.21928732,0.11451783,0.43322024,0.1765153,0.24998584,0.24907336,0.40196767,0.2966854,0.42240545,0.35604957
N-644H02-EXPAND SERVICE THRU KVUNO,0.12519504,0.23996563,0.2087061,0.06839312,0.1165852,0.1276498,0.11381736,0.13636151,0.08593437,0.11206535,0.15278538,0.17417784,0.20719613
N-633004-FOOD CRISIS MONITOR MZ,0.417886,0.3377701,0.26369864,0.32816294,0.1948782,0.43675312,0.16536433,0.23168579,0.2303671,0.3169642,0.24785165,0.36508492,0.37499878
N-601164-ELEVATE QUALITY NUTRITION,0.4573108,0.279808,0.2078775,0.15051338,0.04215136,0.32192788,0.17068107,0.16937624,0.17213856,0.22406697,0.19609174,0.29679093,0.27685678
N-303012-NUTRI. SENSITIVE AGR 2022,0.4894344,0.40355846,0.3215211,0.29046643,0.20272592,0.46098006,0.24297139,0.3673104,0.3962596,0.27524298,0.3384743,0.44624415,0.47757888
N-600306-CONTRI-PROMISE OF COMMONS,0.30111673,0.32012826,0.42233694,0.4339769,0.28937015,0.466916,0.38554615,0.38272005,0.45785955,0.43968573,0.44238967,0.43392986,0.398981
N-300034-AFSI BIOSAFETY REVIEWS,0.17655854,0.13791493,0.089319445,0.10283515,0.1316102,0.19040397,0.1288577,0.22755568,0.14282443,0.14278601,0.09636373,0.2149212,0.16388571
N-2024P0X4-GENDER PLATFORM SYNTHESIS,0.10069502,0.17248689,0.14330776,0.1591893,0.26255038,0.12974913,0.2962196,0.20947352,0.20349382,-0.006966841,0.020728588,0.14326508,0.1237819
N-601173-BUILD RESILNCE SOC PROTEC,0.08221085,0.18467599,0.20609964,0.070676535,0.20007437,0.16484664,0.16178332,0.1707125,0.111641936,0.16501188,0.14286913,0.04112391,0.15226148
N-2023P056-JAPAN ETHIOPIA,0.054746,0.043691654,0.09738394,0.10524311,0.0672978,0.1435488,0.14737317,0.107331775,0.12687062,0.15121402,0.05285816,0.14989707,0.11973156
N-633009-ATI AGRICULTURE COMMERCIALIZATION,0.2547463,0.2941061,0.23612918,0.15113047,0.08814951,0.25661036,0.11697725,0.19933732,0.23929536,0.22220862,0.23360364,0.28595808,0.30791575
N-600296-AG BIOTECH SEED SYS-AfrAs,0.15969215,0.40018865,0.18616064,0.0859879,0.13803594,0.16613008,0.10735542,0.4022914,0.22680832,0.16293852,0.13725142,0.16327749,0.27247053
N-603151-IE COFFEE PROGRM ETHIOPIA,0.30713964,0.22743608,0.33617565,0.22037886,0.17767948,0.34574488,0.22392045,0.18425705,0.26081112,0.27275342,0.3134589,0.2814028,0.34587544
N-2024P007-GIVE DIRECTLY NAIROBI,0.0024914213,0.05932341,0.048385527,0.022634124,0.017613865,0.11220725,0.07560507,0.043436844,0.11474227,0.07142927,0.044232167,0.13637176,0.09624766
N-631003-A&T MATERNAL NUTRITION,0.36304826,0.26221353,0.16961841,0.09923095,0.030650157,0.2903875,0.1462568,0.16650261,0.14903611,0.1551085,0.085276656,0.25805783,0.26889613
N-600239-FOOD ENERGY WATER (FEW),0.29920715,0.18659326,0.20400232,0.2202309,0.0641435,0.26374248,0.1304895,0.12231801,0.20111161,0.19877346,0.13436896,0.3288306,0.2988698
N-633001-GUYANA SUSTAIN AGR-SAFPA,0.3572601,0.36370713,0.40146258,0.35787463,0.18792008,0.41903156,0.33925858,0.3650166,0.47766685,0.45812428,0.4069026,0.35618904,0.47832668
N-603213-ACID SOIL MANAGEMENT,0.0289799,0.09458082,0.17940708,0.10976725,0.097596936,0.11415132,0.0376095,0.15393269,0.201494,0.1276762,0.12739357,0.12805237,0.2476138
N-641008-AGR HUMAN & SOCIAL CAPITAL,0.11554038,0.11300216,0.18110475,0.15951009,0.1535654,0.18756954,0.31958234,0.10990512,0.18865292,0.098346256,0.15535603,0.2221883,0.18116929
N-641009-DEVELOP ESG STNDRDS CHINA,0.049665328,0.13959782,0.20847678,0.08911148,0.14280966,0.15150274,0.11829134,0.11168564,0.09513651,0.19535622,0.16558796,0.11204838,0.15245467
N-602260-Evaluation of EGYPT feeding program,0.37997034,0.26999778,0.21253152,0.15456036,0.083722614,0.35107377,0.15276042,0.19393994,0.14321712,0.19668257,0.12911275,0.38851067,0.29662514
N-644004-Evaluation support for Agric. Team and its key inve,0.2630018,0.38026825,0.42595875,0.23768437,0.24553372,0.2791436,0.18432233,0.30918363,0.3135218,0.32446694,0.3687351,0.26160482,0.34781313
N-614026-GENDER & SOCIAL ANALYSIS,0.23951396,0.229558,0.31028315,0.39781758,0.2199833,0.32828304,0.49908653,0.22867721,0.38351995,0.25533396,0.31254888,0.30632958,0.27552256
N-644H09-LDS COOPERATION AGREEMENT,0.0015651583,0.06809775,0.118847705,0.12389171,0.084547244,0.07244342,0.06979041,0.10161526,0.17330821,0.05525462,0.079767846,0.13407797,0.06852335
N-600304-MODELLING SUPPORT,0.060503516,0.08411645,0.052761495,0.091589466,0.12826306,0.13695891,0.09082204,0.09126989,0.0764359,0.062550165,0.044678535,0.08678623,0.10585963
N-642004-PPVC II,-0.03587243,0.019355282,0.053178553,0.046136394,0.031943288,0.033171415,0.059977647,0.0059538134,0.023163745,0.03487718,-0.01976469,0.02889432,-0.02133348
N-602246-QEIP III-QUALITY EDUCATIO,0.088352524,0.14364514,0.13891797,0.071458906,0.08650048,0.14574388,0.065805584,0.075818315,0.069828674,0.13505839,0.06855328,0.11755767,0.11155499
N-641013-STRENGTHEN FS MALAWI,0.16079447,0.14535858,0.24682678,0.21362227,0.17516166,0.30470738,0.28911036,0.20815867,0.30268386,0.26302996,0.23403907,0.23574759,0.25268593
N-631004-TREAT ACUTE MALNUTRITION,0.38600418,0.28191522,0.19006969,0.14404325,0.040209144,0.35753518,0.11930351,0.22664675,0.20002374,0.21991749,0.14696768,0.34291542,0.3306704
N-606016-VIT A MAIZE&CASSAVA-NIGER,0.19589753,0.28805548,0.14863887,0.102933906,-0.0102517335,0.22458994,0.037177607,0.25369453,0.2206878,0.10913233,0.072826535,0.20336586,0.22931893
N-606017-CROPS-SCHOOL MEALS MALAWI,0.3451641,0.26970226,0.21909538,0.18538025,0.020627724,0.35704145,0.17906879,0.18635936,0.3033196,0.19888061,0.1542938,0.34959227,0.35207513
